filepath,events
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal52.wav,"[('noise', 0, 10.0), ('street_music', 6.334837655124281, 9.000422403906683)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal520.wav,"[('noise', 0, 10.0), ('drilling', 1.8510098056690256, 2.7718726936224543), ('jackhammer', 4.463896402864448, 7.404554308493919), ('air_conditioner', 4.758917342655256, 6.806945993449889), ('siren', 5.28427743918932, 7.941756021439648), ('drilling', 6.458397988546901, 7.43515517161158), ('car_horn', 6.721154228289035, 7.226739455234894)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal521.wav,"[('noise', 0, 10.0), ('gun_shot', 0.736555479661738, 2.504645229262627), ('drilling', 3.120534614471691, 5.320920007837099), ('drilling', 3.4984534370317593, 6.447961508369961), ('street_music', 5.725702457077617, 6.481592584679481), ('air_conditioner', 6.884307668408891, 9.876101808077356), ('street_music', 8.016456978490178, 9.644735382128015)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal522.wav,"[('noise', 0, 10.0), ('dog_bark', 8.580712393588708, 9.917192205057336)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal523.wav,"[('noise', 0, 10.0), ('drilling', 0.47134466303616174, 1.4613446630361617), ('dog_bark', 2.3324693023048826, 4.060251024556758), ('jackhammer', 4.311347075392025, 5.612976146343891), ('engine_idling', 5.037919951676635, 6.198547987479991), ('car_horn', 5.379893244426236, 5.909893244426236), ('siren', 5.998082243088245, 9.953894847179429)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal524.wav,"[('noise', 0, 10.0), ('car_horn', 3.843876333009842, 5.30398178076205), ('car_horn', 4.586570897494796, 5.793883897494796), ('dog_bark', 5.691600750516186, 9.628049466611154)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal525.wav,"[('noise', 0, 10.0), ('air_conditioner', 0.41278057700851756, 0.993014962170798), ('jackhammer', 4.74629731443869, 7.525818589782185)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal526.wav,"[('noise', 0, 10.0), ('dog_bark', 2.385627326347735, 3.193471064800201), ('car_horn', 4.013285348875757, 5.5624911614766415), ('street_music', 6.826376887570925, 9.927078878153932), ('dog_bark', 6.83285337680211, 9.829653253703373), ('air_conditioner', 7.319228436431123, 9.708774436431124)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal527.wav,"[('noise', 0, 10.0), ('siren', 0.1636483469810046, 1.617857207182794)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal528.wav,"[('noise', 0, 10.0), ('siren', 2.3725211579049525, 4.342046285675994), ('gun_shot', 6.346385133764417, 7.676136133764417), ('car_horn', 6.613268800583759, 7.883268800583759), ('jackhammer', 6.910575144765459, 8.777772009936601), ('gun_shot', 7.1605362053814305, 7.476817205381431), ('jackhammer', 7.371170365757497, 9.19289370724154)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal529.wav,"[('noise', 0, 10.0), ('engine_idling', 2.51441882422412, 3.558063787980499), ('drilling', 5.7280735930050195, 9.253392254977932)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal53.wav,"[('noise', 0, 10.0), ('air_conditioner', 3.4102748871986646, 6.647200699453521), ('drilling', 5.420914279921314, 6.916476794482535), ('dog_bark', 7.520991578164621, 9.71927750143165), ('drilling', 8.103723841451338, 9.276209852249671)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal530.wav,"[('noise', 0, 10.0), ('car_horn', 4.058240475450402, 6.065936795831059), ('dog_bark', 5.5209444573770625, 6.752549280181015), ('gun_shot', 5.604711718459724, 8.039715255638825), ('engine_idling', 5.815700891476754, 9.801516505747522), ('gun_shot', 6.913726279838681, 9.77372627983868), ('engine_idling', 7.954019736539621, 9.942016385496029)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal531.wav,"[('noise', 0, 10.0), ('air_conditioner', 1.7986130128566482, 2.6287175906814912), ('jackhammer', 2.4914068433572965, 3.414508588479649), ('street_music', 3.5458987361154146, 6.124574340102866), ('gun_shot', 4.003210756959428, 6.841064756959428), ('air_conditioner', 5.113383183355762, 8.05339168544766), ('siren', 5.843060962649952, 7.1073686582528355), ('engine_idling', 6.008766996637913, 7.988499812583289), ('jackhammer', 6.160590217341245, 7.878379967234887), ('gun_shot', 6.485022190571731, 8.755022190571731)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal532.wav,"[('noise', 0, 10.0), ('dog_bark', 0.7603947227865673, 2.4377697227865673), ('air_conditioner', 3.464265276851943, 6.1259361611057095), ('dog_bark', 4.040410986717872, 6.646328641426372), ('car_horn', 5.006733000720375, 8.247207665577697), ('children_playing', 5.601707635296446, 6.186696329868482), ('drilling', 8.979618916385744, 10.141374901793204)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal533.wav,"[('noise', 0, 10.0), ('jackhammer', 3.902585318613406, 5.87565868656527), ('jackhammer', 4.936106828867014, 6.850506933833925), ('siren', 7.023745763011624, 9.91420396731106), ('dog_bark', 7.962408658270377, 9.49943120099888)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal534.wav,"[('noise', 0, 10.0), ('siren', 3.7179964556047835, 6.948727212343683), ('street_music', 5.656669705075311, 7.297042056480604), ('jackhammer', 8.658042444368718, 10.223697458989346)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal535.wav,"[('noise', 0, 10.0), ('jackhammer', 6.500288142344137, 9.146694784781698), ('engine_idling', 7.740514170561421, 8.549130221987436)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal536.wav,"[('noise', 0, 10.0), ('air_conditioner', 1.813156574129304, 4.7033360081186375), ('gun_shot', 6.90072860206559, 8.912692519714062), ('dog_bark', 8.042773264031002, 8.592773264031003)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal537.wav,"[('noise', 0, 10.0), ('children_playing', 5.3285502940534295, 6.0878016597299816)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal538.wav,"[('noise', 0, 10.0), ('street_music', 1.1383237524524117, 2.9747391332403907), ('engine_idling', 3.6564974655836524, 5.622537279252523), ('engine_idling', 4.967770995318885, 6.82719065457961), ('jackhammer', 5.282036544488718, 9.252685155587747)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal539.wav,"[('noise', 0, 10.0), ('car_horn', 0.43306128350378525, 3.1849959295893506), ('jackhammer', 2.3322900728295846, 3.292202503304539), ('car_horn', 3.7026463775027585, 7.485336275530672), ('jackhammer', 5.602208003400565, 8.266047140999556), ('car_horn', 7.235075597769253, 8.405075597769253), ('gun_shot', 8.133574835198567, 9.463574835198568)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal54.wav,"[('noise', 0, 10.0), ('car_horn', 3.336138150969333, 6.926596798356835), ('street_music', 3.484470037630224, 6.333643756900589), ('children_playing', 5.257903969804893, 7.268002740609322), ('dog_bark', 5.534593677173858, 7.183369677173858), ('street_music', 7.368565934559984, 8.611217501476242), ('car_horn', 9.485181238027494, 9.664473238027494)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal540.wav,"[('noise', 0, 10.0), ('siren', 4.216937196358234, 5.459948970232263), ('street_music', 5.549127235035219, 6.607432771010057), ('siren', 7.721391590414457, 10.217283183453238)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal541.wav,"[('noise', 0, 10.0), ('gun_shot', 6.715397383721342, 7.292501383721342)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal542.wav,"[('noise', 0, 10.0), ('air_conditioner', 4.7602558553410805, 7.350543756334549), ('dog_bark', 7.881569216170633, 10.155258569880694)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal543.wav,"[('noise', 0, 10.0), ('drilling', 1.4068861250703606, 4.1849373112520825), ('engine_idling', 3.0368097815994135, 4.864248734089089), ('jackhammer', 4.052604329234429, 5.341245636586631)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal544.wav,"[('noise', 0, 10.0), ('gun_shot', 3.7735482847822124, 4.8700792847822125), ('drilling', 5.40876778120101, 7.806509884398887), ('engine_idling', 6.141354314457269, 9.400659786550783), ('street_music', 6.741353685701419, 8.28749350725067), ('drilling', 6.880827423756947, 8.879396928901297)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal545.wav,"[('noise', 0, 10.0), ('car_horn', 0.12617200180325527, 0.36617200180325526), ('engine_idling', 3.607166994449974, 6.778601934397215), ('street_music', 4.116214945369597, 7.71777339976056), ('gun_shot', 4.712754504628091, 5.473825067361956), ('siren', 5.061028357316539, 6.808318442457578)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal546.wav,"[('noise', 0, 10.0), ('gun_shot', 4.554844534180019, 6.004844534180019), ('siren', 6.012371197990874, 9.98197590027027), ('air_conditioner', 6.421873293246313, 9.434729538799363), ('car_horn', 6.958202520035233, 9.538431756339339), ('jackhammer', 8.698964806682142, 10.266723540787698), ('siren', 8.881723057168298, 9.816561952894)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal547.wav,"[('noise', 0, 10.0), ('children_playing', 1.543741728555166, 4.8196950183557705), ('air_conditioner', 2.63825337902706, 4.800475470090226), ('air_conditioner', 4.054668877928602, 7.9064656837403255), ('street_music', 4.417798477047898, 5.382526181777697), ('drilling', 4.4388603377275615, 5.427939894278331), ('air_conditioner', 7.4666145861275925, 9.558366217533644)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal548.wav,"[('noise', 0, 10.0), ('dog_bark', 0.7179310258703544, 1.0679310258703545), ('air_conditioner', 1.6951398393670245, 5.567492146656294), ('street_music', 2.316407550204464, 4.5156050044383695), ('street_music', 4.018918052688616, 5.087354728601464), ('car_horn', 6.244380428493644, 9.737969407409448), ('children_playing', 7.322052351694112, 8.531822134428936), ('car_horn', 7.392707216641464, 9.810883015892145), ('car_horn', 7.829282786632682, 9.815365786632682)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal549.wav,"[('noise', 0, 10.0), ('jackhammer', 1.1743823050779991, 4.08555751519421), ('air_conditioner', 2.7891013317991, 3.5603541581959877), ('jackhammer', 4.8507691101109796, 7.863738038275056), ('car_horn', 6.944847017421271, 10.499220678354256), ('dog_bark', 7.22805611557911, 8.080333270148225), ('jackhammer', 9.068699003598857, 9.905970003598856)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal55.wav,"[('noise', 0, 10.0), ('drilling', 0.03251375295209247, 2.0925137529520925), ('jackhammer', 1.5889912444893803, 4.231369131746371), ('street_music', 2.3826697677927218, 3.147381909464874), ('jackhammer', 4.576198709130013, 6.126198709130013), ('engine_idling', 5.7347915860833325, 6.800023132785831)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal550.wav,"[('noise', 0, 10.0), ('air_conditioner', 4.076300754256984, 7.405049284883285), ('dog_bark', 7.1527461619913115, 7.9321515154044455)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal551.wav,"[('noise', 0, 10.0), ('drilling', 1.7826808790817246, 3.998037686968587), ('children_playing', 2.714883729027232, 4.113925456890314), ('engine_idling', 2.82076477199896, 6.009740308965298), ('gun_shot', 3.6095257088984507, 4.414997638964289), ('engine_idling', 5.194405949331365, 8.746523462522038), ('drilling', 6.475170070592178, 7.533816194921408)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal552.wav,"[('noise', 0, 10.0), ('siren', 5.223860327860851, 7.493890535626261), ('engine_idling', 6.56025943141633, 9.721510548604689), ('siren', 6.79190260958082, 10.385642288388519)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal553.wav,"[('noise', 0, 10.0), ('children_playing', 0.25400147144655394, 4.137191172332603), ('drilling', 3.4177321737204553, 4.107732173720455)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal554.wav,"[('noise', 0, 10.0), ('dog_bark', 0.45385799043424013, 0.9733369904342402), ('air_conditioner', 1.3505388712474047, 2.8684801915028046), ('dog_bark', 1.9799844127682424, 3.2999844127682425), ('jackhammer', 2.8083110347493747, 5.61548128310241), ('siren', 2.9344303841761223, 5.530944318301849), ('street_music', 3.758721046100026, 5.649490029905435), ('engine_idling', 4.344478447772287, 6.723862164660379), ('engine_idling', 6.0003842394898435, 7.4043120948542045), ('jackhammer', 6.277707518628963, 9.421008160394303)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal555.wav,"[('noise', 0, 10.0), ('jackhammer', 4.5322474768535095, 8.183561518079635), ('gun_shot', 5.614948783483731, 6.489928430404701), ('drilling', 5.824879307388201, 7.8148793073882015)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal556.wav,"[('noise', 0, 10.0), ('siren', 7.810729741360786, 9.173972665195047)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal557.wav,"[('noise', 0, 10.0), ('car_horn', 4.336719249749182, 5.913765673041884), ('car_horn', 5.775894160467442, 8.178626876341347), ('air_conditioner', 6.434091517632902, 9.896275509302455), ('street_music', 6.452938579635353, 8.283081999230262), ('car_horn', 6.961704921209634, 10.63605348155868), ('drilling', 8.41410385443507, 9.346145940989558)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal558.wav,"[('noise', 0, 10.0), ('dog_bark', 0.04798740282929925, 1.8879874028292993), ('jackhammer', 0.7185146465368479, 1.2882490532831246), ('gun_shot', 1.5570029677632675, 2.7137839677632676), ('siren', 1.9421506477718093, 3.9781672410226365), ('engine_idling', 6.293968094427669, 10.238929910319131), ('engine_idling', 7.666531075946349, 10.079316610243698)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal559.wav,"[('noise', 0, 10.0), ('children_playing', 6.128905025452587, 9.744505881495435)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal56.wav,"[('noise', 0, 10.0), ('siren', 4.427286555345519, 7.61531912028445), ('air_conditioner', 4.776326635269427, 8.289441224497393), ('air_conditioner', 5.745359049754355, 9.633129632445636), ('car_horn', 6.908963660565501, 9.54478989468176), ('drilling', 7.439103117894213, 9.05030813717315), ('air_conditioner', 8.046811797183334, 10.044247002204251), ('gun_shot', 8.409737277411551, 10.049969011198016)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal560.wav,"[('noise', 0, 10.0), ('jackhammer', 6.378013306626674, 10.216240975011699), ('street_music', 6.833339245298358, 10.569057220146725), ('siren', 7.2618012535040775, 10.456677389658394), ('car_horn', 8.023991745576481, 10.171049133039245)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal561.wav,"[('noise', 0, 10.0), ('siren', 1.5750924504606914, 3.7522484609017113), ('siren', 5.983022462350469, 8.764447898924768)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal562.wav,"[('noise', 0, 10.0), ('engine_idling', 1.9202885916505104, 2.878814668699798), ('drilling', 2.364033560957636, 5.06714203294739), ('siren', 3.402918248954063, 4.594388999093497), ('gun_shot', 4.753222670300844, 5.909274670300844), ('gun_shot', 5.434370723985065, 6.661309723985065)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal563.wav,"[('noise', 0, 10.0), ('engine_idling', 2.4411050159874286, 5.88739064283788), ('air_conditioner', 3.862233088036695, 7.6236404875817065), ('jackhammer', 4.207450186174869, 7.823421863154261), ('children_playing', 6.14178113509723, 7.748404560875721), ('car_horn', 7.287916918503736, 10.365063989023671), ('gun_shot', 7.778254083948433, 10.154671083948433), ('children_playing', 7.879433767935206, 9.69096074463937), ('drilling', 8.287860191548699, 10.152278072769477)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal564.wav,"[('noise', 0, 10.0), ('engine_idling', 8.548446053592537, 9.7739209445599)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal565.wav,"[('noise', 0, 10.0), ('air_conditioner', 1.2452344900979369, 4.518199753772622), ('car_horn', 3.705620282317196, 7.697832998916561), ('drilling', 3.762421093847826, 5.542186367786326), ('air_conditioner', 5.418498351230346, 8.621690028644437), ('jackhammer', 6.006869212909571, 9.56010332800402), ('car_horn', 7.382924385469101, 8.117701876790708)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal566.wav,"[('noise', 0, 10.0), ('car_horn', 1.7471183486997184, 5.471402998121104), ('street_music', 2.1348573606408157, 3.215902798569136), ('air_conditioner', 2.7607185733045623, 3.6174059704607213), ('air_conditioner', 2.801116859989203, 6.61297408678989), ('gun_shot', 3.288674253358959, 4.895953253358959), ('drilling', 6.931903034298857, 8.459840034298857)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal567.wav,"[('noise', 0, 10.0), ('car_horn', 2.530663368061381, 4.390369123567829), ('dog_bark', 3.229168021040186, 4.189168021040186), ('car_horn', 4.209218172935503, 8.097040577525103), ('air_conditioner', 5.347591069833362, 7.682725216026946), ('siren', 5.611313492119962, 9.143014988198434), ('drilling', 6.745144412608464, 8.049701194128117), ('car_horn', 7.097292268588207, 8.55837224574108), ('air_conditioner', 7.579976146912542, 9.608377059549738), ('car_horn', 8.562619993408909, 9.894577011669918)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal568.wav,"[('noise', 0, 10.0), ('jackhammer', 7.765334505599219, 8.811406800266356)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal569.wav,"[('noise', 0, 10.0), ('children_playing', 2.953481056187234, 4.813322108234404), ('car_horn', 3.4776159129241204, 3.5835799129241206)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal57.wav,"[('noise', 0, 10.0), ('drilling', 5.857127836926338, 7.231577475644927)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal570.wav,"[('noise', 0, 10.0), ('street_music', 0.6965445289958216, 1.5753789268315614), ('children_playing', 2.5823561121521785, 5.930147384939113), ('air_conditioner', 2.649352849164484, 5.271015609014159), ('children_playing', 5.024315510120633, 5.966297737226895), ('air_conditioner', 6.163743751269188, 6.746939699020244), ('jackhammer', 6.562348108185063, 10.387333494668532), ('air_conditioner', 7.01238887958372, 9.70652090762567), ('street_music', 7.125266677957779, 9.60847674062919), ('siren', 7.69230501694456, 9.917647881181072)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal571.wav,"[('noise', 0, 10.0), ('jackhammer', 5.636307543979235, 9.078068767989102), ('jackhammer', 6.247920984793902, 9.629982971294524)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal572.wav,"[('noise', 0, 10.0), ('drilling', 1.8349534579972033, 2.7711035674425064), ('siren', 5.645730122176296, 8.330667467987862), ('dog_bark', 5.751264602527042, 7.233076045286031), ('car_horn', 6.547072623936664, 10.146213084255903)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal573.wav,"[('noise', 0, 10.0), ('car_horn', 1.4389592286726445, 3.511505933728761), ('car_horn', 1.7883298835346515, 2.995642883534652), ('siren', 2.569897138240643, 4.1536188549438045), ('drilling', 5.929961064520858, 6.739961064520857), ('drilling', 6.58274323513384, 10.47071695955498), ('drilling', 7.216382793704096, 10.351316095834393)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal574.wav,"[('noise', 0, 10.0), ('air_conditioner', 0.3598368633441833, 1.8170396152176924), ('engine_idling', 3.3584975507830626, 3.8712930189355386), ('children_playing', 4.769062334709606, 5.849277930097965), ('gun_shot', 6.267991557107882, 7.352005563300938)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal575.wav,"[('noise', 0, 10.0), ('drilling', 4.778794296269466, 5.398228227832122)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal576.wav,"[('noise', 0, 10.0), ('air_conditioner', 1.3075388285287393, 2.9997595295943738), ('jackhammer', 3.9487006595329266, 5.408911965996783), ('children_playing', 4.54838397825036, 8.01372488220723), ('siren', 4.782544153985049, 8.584966750730247), ('siren', 7.403107111737773, 9.627322894475302), ('street_music', 8.43865515346314, 9.640167160990107)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal577.wav,"[('noise', 0, 10.0), ('dog_bark', 1.8468794979576215, 5.211768205942244), ('siren', 3.514790248717419, 5.7071110753836365), ('gun_shot', 3.714621358031538, 5.009591955544528), ('engine_idling', 4.425605733565779, 5.967929413514643), ('gun_shot', 6.782147399093878, 8.312147399093877), ('jackhammer', 7.047640256587389, 9.655731211026579), ('car_horn', 8.558155282691875, 9.805880380064057), ('gun_shot', 8.568385072100252, 10.001363917492085)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal578.wav,"[('noise', 0, 10.0), ('engine_idling', 3.881511510818349, 6.030545517257534), ('engine_idling', 6.938767828470051, 8.955826256045128), ('drilling', 7.299357611649379, 10.232454037988125)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal579.wav,"[('noise', 0, 10.0), ('gun_shot', 1.3840705131094682, 2.524060513109468), ('dog_bark', 1.7766333109402292, 2.4050470457638555), ('drilling', 7.276625395156822, 9.450522959823065), ('drilling', 7.419450210219032, 8.293082196802898)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal58.wav,"[('noise', 0, 10.0), ('children_playing', 2.2617289468196273, 2.9672334777607188), ('jackhammer', 3.4456801239580224, 4.580515456443301), ('dog_bark', 3.780014669477702, 5.625655544864495), ('siren', 4.4198808814901245, 8.22708569335739), ('engine_idling', 4.765668995521327, 5.732734024487159), ('car_horn', 5.478982842795243, 6.858982842795243), ('children_playing', 7.132874360963839, 10.252234175094001), ('car_horn', 8.096384663312206, 8.892155663312206), ('jackhammer', 8.467316218791622, 9.219955448589385)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal580.wav,"[('noise', 0, 10.0), ('gun_shot', 1.2679102215566171, 1.8838568910258253), ('siren', 3.188762330593095, 6.545115636803441), ('air_conditioner', 3.3715677663719257, 5.711431306731635), ('dog_bark', 3.534201979269787, 5.421340070148539), ('street_music', 4.363540958251841, 5.608316634639858), ('air_conditioner', 5.132298136425393, 7.151814568013347), ('jackhammer', 5.235702603459147, 6.366931124727637), ('engine_idling', 7.65045728318952, 8.955746724282314)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal581.wav,"[('noise', 0, 10.0), ('dog_bark', 1.8121779423509088, 2.698147382321193), ('children_playing', 2.534531788541459, 6.190999606519382), ('siren', 3.094174323790443, 5.014714545937383), ('dog_bark', 3.567678031055862, 5.003508605127246), ('air_conditioner', 4.067448152679159, 7.845201138409115), ('jackhammer', 4.994374808440146, 6.260834842844776), ('street_music', 5.88152225493452, 7.970509394914311), ('street_music', 6.41044241861773, 9.621992629119793)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal582.wav,"[('noise', 0, 10.0), ('gun_shot', 0.11362337641284714, 1.283623376412847), ('gun_shot', 1.514332552672953, 2.7043325526729527), ('car_horn', 1.9399555201103114, 2.629955520110311), ('gun_shot', 2.236993834984725, 2.516834834984725), ('jackhammer', 2.733739336134067, 5.663739336134068), ('drilling', 3.121239358175578, 3.7858606039149896)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal583.wav,"[('noise', 0, 10.0), ('car_horn', 3.778567134961075, 4.316338134961075), ('dog_bark', 8.144644767709305, 9.733362563382457)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal584.wav,"[('noise', 0, 10.0), ('air_conditioner', 2.337021977838908, 4.204603576238007), ('engine_idling', 2.4284265996112233, 3.785461796802725), ('gun_shot', 2.4806860587594954, 3.5306860587594953), ('street_music', 3.4008661565394482, 4.98920163221332), ('gun_shot', 3.9741266071251897, 5.066198315465945), ('air_conditioner', 4.761289963144444, 8.55255692276225), ('drilling', 4.886942256228112, 7.2936407268351005), ('jackhammer', 6.387476716013677, 9.554674122248812), ('siren', 6.884874188886755, 10.567315752979493)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal585.wav,"[('noise', 0, 10.0), ('air_conditioner', 2.8457783183078926, 4.00203057211922), ('children_playing', 5.973270936332645, 7.697370019389097)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal586.wav,"[('noise', 0, 10.0), ('drilling', 6.733214257331415, 8.983214257331415)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal587.wav,"[('noise', 0, 10.0), ('siren', 2.465101856781469, 6.266207600665512), ('street_music', 3.2964416329952866, 5.147048989918975), ('children_playing', 4.027292827130668, 7.350070425129927), ('air_conditioner', 4.733625674776484, 7.486698702027608), ('engine_idling', 6.005935838555715, 9.345393214250052), ('drilling', 6.020296436298115, 7.059842436298116), ('jackhammer', 6.4411366408333866, 9.741659327239763), ('dog_bark', 6.664529086933442, 7.319840048209267)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal588.wav,"[('noise', 0, 10.0), ('street_music', 1.7509788649664637, 3.4761489264196146), ('street_music', 3.192847790672823, 6.06072819430538), ('air_conditioner', 3.6974588180191574, 7.689533063051535), ('jackhammer', 3.9408487902668923, 5.417914921786268), ('children_playing', 4.712995171766511, 7.613458299741259), ('engine_idling', 5.898518116694343, 7.605984114956641), ('drilling', 6.117116109776059, 6.776497099604555)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal589.wav,"[('noise', 0, 10.0), ('engine_idling', 4.246339626026394, 5.397960142897058)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal59.wav,"[('noise', 0, 10.0), ('air_conditioner', 4.639439262184361, 8.248854685921362), ('jackhammer', 6.707906485859596, 10.337254816302803)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_bimodal590.wav,"[('noise', 0, 10.0), ('siren', 3.444171552273007, 4.2761408958188145), ('jackhammer', 4.28932455082578, 6.14460248596329), ('siren', 4.711400719947587, 6.156068720124332), ('drilling', 5.526918773371948, 6.182615117944841), ('dog_bark', 6.056029044640874, 8.763831328587196), ('siren', 6.265020563025228, 9.04697834323109), ('engine_idling', 6.453028474495265, 8.786310514904638), ('jackhammer', 7.882771225561604, 9.0523159155259)]"
